posting_id,date,country,city,industry,role_category,job_title,experience_level,work_mode,contract_type,language_requirement,salary_from,salary_to,skills_required,days_open
JP004568,2022-06-07,Germany,Hamburg,Energy,Data Scientist,Research Analyst,Junior (0-2yr),Hybrid,Permanent,German Required,33926,39070,SQL|Python|TensorFlow|Azure ML|R|Statistics,18
JP004569,2022-06-07,Austria,Vienna,Healthcare,BI Developer,BI Developer,Senior (5+yr),Hybrid,Permanent,German Required,90913,102208,Tableau|Excel|SSRS|SQL|Looker,79
JP004570,2022-06-07,Austria,Salzburg,E-Commerce,BI Developer,Tableau Developer,Junior (0-2yr),On-site,Permanent,German Required,38361,47600,Tableau|SQL|SAP BI,43
JP004571,2022-06-07,Germany,Dresden,Logistics,BI Developer,Reporting Developer,Senior (5+yr),On-site,Permanent,English OK,96083,106153,SAP BI|Power BI|SSRS,51
JP004572,2022-06-07,Switzerland,Lausanne,Automotive,Data Scientist,Quantitative Analyst,Junior (0-2yr),Hybrid,Permanent,German Required,39066,44499,Azure ML|Python|SQL|Statistics|R,58
JP004573,2022-06-07,Austria,Linz,Media,Data Scientist,AI Analyst,Mid (2-5yr),Hybrid,Fixed-term,German Required,52475,72101,Statistics|R|Python|SQL|TensorFlow,31
JP004574,2022-06-08,Germany,Leipzig,Energy,Data Manager,BI Manager,Junior (0-2yr),Hybrid,Fixed-term,German Required,35298,41922,Excel|Power BI|Strategy|SQL|Agile,90
JP004575,2022-06-08,Germany,Dresden,Manufacturing,BI Developer,Reporting Developer,Junior (0-2yr),Hybrid,Freelance,German Required,38765,44695,Excel|Power BI|SAP BI,75
JP004576,2022-06-08,Germany,Düsseldorf,Automotive,Data Scientist,AI Analyst,Mid (2-5yr),Hybrid,Freelance,German Required,56528,70830,Machine Learning|Azure ML|Python|Statistics|Scikit-Learn|SQL,40
JP004577,2022-06-08,Germany,Munich,Media,Data Manager,Chief Data Officer,Mid (2-5yr),Hybrid,Permanent,German Required,54710,57852,Strategy|Stakeholder Management|Power BI|SQL,52
JP004578,2022-06-08,Germany,Stuttgart,E-Commerce,Data Engineer,ETL Developer,Senior (5+yr),Hybrid,Permanent,German Required,97274,100677,Python|Azure|Spark|Kafka|Databricks|dbt,70
JP004579,2022-06-08,Switzerland,Basel,Consulting,BI Developer,BI Developer,Mid (2-5yr),Remote,Permanent,German Required,50613,73789,DAX|SSRS|Looker|Power BI,17
JP004580,2022-06-08,Switzerland,Lausanne,Healthcare,Data Manager,Data Manager,Mid (2-5yr),Hybrid,Freelance,English OK,57000,59988,Excel|Power BI|Strategy|Agile,32
JP004581,2022-06-08,Switzerland,Geneva,Healthcare,Data Analyst,Data Analyst,Mid (2-5yr),Hybrid,Permanent,German Required,58094,66881,SAP|Jira|Python,85
JP004582,2022-06-08,Switzerland,Geneva,Automotive,BI Developer,BI Developer,Mid (2-5yr),On-site,Fixed-term,German Required,58106,70086,DAX|Excel|SSRS,55
JP004583,2022-06-08,Germany,Frankfurt,Technology,Data Scientist,Quantitative Analyst,Senior (5+yr),Hybrid,Permanent,German Required,83234,115838,Scikit-Learn|TensorFlow|Python|Azure ML|Machine Learning,47
JP004584,2022-06-08,Germany,Cologne,Automotive,Data Scientist,Data Scientist,Senior (5+yr),Hybrid,Permanent,German Required,82681,85143,Statistics|Machine Learning|SQL|Azure ML|R,68
JP004585,2022-06-08,Germany,Düsseldorf,Energy,BI Developer,BI Developer,Mid (2-5yr),Hybrid,Permanent,English OK,50936,56213,Looker|SQL|Excel|SSRS|Tableau|Power BI,39
JP004586,2022-06-08,Switzerland,Zurich,Automotive,Data Scientist,Data Scientist,Mid (2-5yr),Remote,Fixed-term,English OK,59543,64198,Azure ML|TensorFlow|R|Python|Scikit-Learn,18
JP004587,2022-06-08,Germany,Munich,Consulting,Data Engineer,ETL Developer,Junior (0-2yr),Hybrid,Permanent,German Required,33681,42213,Databricks|Kafka|Docker|SQL,58
JP004588,2022-06-08,Germany,Frankfurt,Manufacturing,BI Developer,Power BI Developer,Senior (5+yr),Hybrid,Fixed-term,German Required,84690,98311,SSRS|SQL|Tableau,75
JP004589,2022-06-08,Germany,Munich,Healthcare,Data Scientist,Data Scientist,Senior (5+yr),Hybrid,Freelance,German Required,89611,111515,Azure ML|SQL|Python|Statistics,81
JP004590,2022-06-08,Germany,Cologne,Manufacturing,Data Engineer,Big Data Engineer,Senior (5+yr),Remote,Freelance,German Required,94014,99330,Kafka|Azure|Python|Databricks|Spark|Airflow,47
JP004591,2022-06-08,Austria,Innsbruck,Manufacturing,BI Developer,BI Developer,Senior (5+yr),On-site,Permanent,German Required,75556,83367,Excel|SAP BI|Power BI|SSRS|DAX|SQL,16
JP004592,2022-06-08,Germany,Frankfurt,Finance & Banking,Data Analyst,Junior Data Analyst,Junior (0-2yr),Hybrid,Permanent,German Required,37769,43096,Confluence|Tableau|Power BI|SAP|Jira,73
JP004593,2022-06-08,Germany,Cologne,Manufacturing,Data Engineer,Data Engineer,Mid (2-5yr),On-site,Permanent,German Required,55896,65713,Kafka|Spark|Databricks|Airflow|dbt,25
JP004594,2022-06-08,Germany,Munich,Media,BI Developer,Reporting Developer,Mid (2-5yr),On-site,Permanent,German Required,53253,64258,SAP BI|Looker|Power BI|SQL,44
JP004595,2022-06-08,Germany,Cologne,E-Commerce,Data Manager,Data Manager,Senior (5+yr),Hybrid,Permanent,German Required,78255,107444,Stakeholder Management|Strategy|Agile|Excel|Power BI,35
JP004596,2022-06-08,Switzerland,Lausanne,Technology,Data Manager,Head of Data,Junior (0-2yr),Hybrid,Permanent,German Required,35189,43035,Leadership|Strategy|SQL|Agile|Stakeholder Management,18
JP004597,2022-06-08,Austria,Innsbruck,E-Commerce,Data Manager,Head of Data,Junior (0-2yr),Hybrid,Freelance,German Required,32993,37397,Power BI|Strategy|SQL|Agile|Excel|Stakeholder Management,8
JP004598,2022-06-08,Switzerland,Basel,Finance & Banking,Data Analyst,Junior Data Analyst,Junior (0-2yr),Hybrid,Freelance,English OK,35522,47657,Power BI|Excel|SQL,8
JP004599,2022-06-08,Germany,Berlin,Technology,Data Manager,Data Manager,Senior (5+yr),On-site,Fixed-term,German Required,94109,119582,Stakeholder Management|Power BI|Strategy|Excel|Agile,30
JP004600,2022-06-08,Switzerland,Bern,Healthcare,Data Manager,Chief Data Officer,Mid (2-5yr),On-site,Permanent,German Required,57414,62287,Excel|Agile|SQL,18
JP004601,2022-06-08,Germany,Cologne,Manufacturing,Data Engineer,ETL Developer,Junior (0-2yr),Hybrid,Freelance,English OK,36989,49636,Docker|SQL|Spark|dbt,84
JP004602,2022-06-08,Germany,Stuttgart,E-Commerce,Data Scientist,Quantitative Analyst,Mid (2-5yr),Hybrid,Permanent,German Required,53152,58503,TensorFlow|Scikit-Learn|R|Machine Learning|Statistics|Python,27
JP004603,2022-06-08,Switzerland,Zurich,Consulting,Data Engineer,Pipeline Engineer,Senior (5+yr),Hybrid,Fixed-term,German Required,92888,116116,Azure|Kafka|Docker|Spark|Databricks|dbt,13
JP004604,2022-06-08,Switzerland,Geneva,Manufacturing,Data Engineer,Data Engineer,Senior (5+yr),On-site,Permanent,German Required,84911,89478,Kafka|Azure|Docker|Python|dbt,67
JP004605,2022-06-08,Germany,Düsseldorf,Logistics,Data Manager,Analytics Manager,Mid (2-5yr),Remote,Permanent,German Required,51027,55375,Excel|Strategy|Stakeholder Management|Power BI|Leadership|SQL,75
JP004606,2022-06-08,Germany,Hamburg,Consulting,Data Analyst,Business Analyst,Senior (5+yr),Hybrid,Permanent,German Required,85363,91639,SQL|Confluence|Power BI|Tableau|Excel|SAP,60
JP004607,2022-06-08,Germany,Düsseldorf,Logistics,Data Scientist,Research Analyst,Junior (0-2yr),Hybrid,Permanent,German Required,36196,41568,SQL|Statistics|Python|Azure ML|Machine Learning|R,42
JP004608,2022-06-08,Germany,Dresden,Manufacturing,BI Developer,Tableau Developer,Mid (2-5yr),Remote,Permanent,German Required,52410,64106,Looker|Power BI|DAX,77
JP004609,2022-06-08,Germany,Frankfurt,Energy,Data Scientist,ML Engineer,Senior (5+yr),Hybrid,Permanent,German Required,90509,114598,Azure ML|Python|TensorFlow|Statistics,67
JP004610,2022-06-08,Austria,Vienna,Manufacturing,Data Scientist,Research Analyst,Mid (2-5yr),Hybrid,Fixed-term,German Required,55036,59985,TensorFlow|Statistics|Scikit-Learn|SQL|Python,39
JP004611,2022-06-08,Germany,Dresden,Finance & Banking,Data Analyst,Data Analyst,Junior (0-2yr),Hybrid,Permanent,German Required,38450,48996,Tableau|Python|SQL|Excel|Power BI,41
JP004612,2022-06-08,Germany,Frankfurt,Consulting,Data Engineer,ETL Developer,Senior (5+yr),Hybrid,Permanent,German Required,96767,102215,Databricks|Kafka|SQL|Spark,56
JP004613,2022-06-08,Germany,Frankfurt,Energy,BI Developer,BI Consultant,Junior (0-2yr),Hybrid,Permanent,German Required,32649,47712,SAP BI|Tableau|SSRS|Looker,44
JP004614,2022-06-08,Austria,Linz,Finance & Banking,Data Analyst,Reporting Analyst,Senior (5+yr),On-site,Permanent,German Required,78937,103428,Excel|Python|Power BI,56
JP004615,2022-06-08,Germany,Leipzig,Energy,Data Manager,Data Manager,Senior (5+yr),Hybrid,Permanent,German Required,76159,106743,Strategy|Agile|SQL,56
JP004616,2022-06-08,Germany,Düsseldorf,Automotive,BI Developer,Reporting Developer,Mid (2-5yr),Hybrid,Permanent,German Required,62244,71226,Looker|SAP BI|SSRS,74
JP004617,2022-06-08,Germany,Düsseldorf,Technology,Data Engineer,Data Platform Engineer,Mid (2-5yr),On-site,Freelance,German Required,51018,67225,Airflow|Kafka|Docker|Azure|Python|Spark,38
JP004618,2022-06-08,Germany,Munich,Technology,Data Scientist,ML Engineer,Senior (5+yr),Hybrid,Fixed-term,German Required,91765,112255,Python|Machine Learning|R|Statistics|TensorFlow,32
JP004619,2022-06-08,Germany,Cologne,Media,Data Scientist,AI Analyst,Senior (5+yr),Remote,Permanent,German Required,85496,87372,SQL|Azure ML|Scikit-Learn,15
JP004620,2022-06-08,Germany,Nuremberg,Finance & Banking,Data Analyst,Junior Data Analyst,Senior (5+yr),Hybrid,Permanent,German Required,95949,103316,Jira|Python|SQL|Power BI|SAP|Excel,80
JP004621,2022-06-08,Germany,Nuremberg,Manufacturing,BI Developer,BI Consultant,Mid (2-5yr),On-site,Permanent,German Required,60567,68493,DAX|SAP BI|SQL|Looker|SSRS|Power BI,52
JP004622,2022-06-08,Switzerland,Basel,Manufacturing,Data Engineer,Data Platform Engineer,Junior (0-2yr),Hybrid,Freelance,German Required,37772,48440,Kafka|Databricks|Docker,70
JP004623,2022-06-08,Austria,Innsbruck,Automotive,Data Scientist,Research Analyst,Junior (0-2yr),Hybrid,Permanent,German Required,37443,41507,Statistics|Python|Scikit-Learn|SQL|Machine Learning|Azure ML,55
JP004624,2022-06-08,Switzerland,Bern,Logistics,Data Manager,Head of Data,Mid (2-5yr),Hybrid,Permanent,German Required,62028,74144,Strategy|Power BI|Agile|Leadership,83
JP004625,2022-06-08,Germany,Berlin,Media,Data Analyst,Junior Data Analyst,Mid (2-5yr),Remote,Permanent,German Required,51132,55312,Excel|Python|Power BI,53
JP004626,2022-06-08,Germany,Dresden,Manufacturing,Data Analyst,BI Analyst,Junior (0-2yr),Hybrid,Permanent,German Required,35964,47264,Tableau|SQL|Jira|Python|Power BI,35
JP004627,2022-06-08,Germany,Cologne,E-Commerce,BI Developer,Power BI Developer,Mid (2-5yr),Remote,Permanent,German Required,59504,62974,Power BI|Looker|SSRS|DAX|SQL|SAP BI,33
JP004628,2022-06-08,Germany,Leipzig,Logistics,Data Analyst,Junior Data Analyst,Senior (5+yr),Hybrid,Permanent,English OK,92140,101270,SQL|Excel|Confluence,30
JP004629,2022-06-08,Germany,Cologne,Energy,Data Analyst,Data Analyst,Senior (5+yr),Remote,Freelance,English OK,80413,119951,Jira|Python|Power BI,59
JP004630,2022-06-08,Germany,Frankfurt,Energy,Data Scientist,Data Scientist,Senior (5+yr),Hybrid,Permanent,English OK,94687,97154,Machine Learning|Scikit-Learn|R|SQL,21
JP004631,2022-06-08,Austria,Graz,Logistics,Data Scientist,Quantitative Analyst,Junior (0-2yr),Hybrid,Permanent,German Required,36400,41348,Scikit-Learn|TensorFlow|Machine Learning,16
JP004632,2022-06-08,Switzerland,Basel,Logistics,Data Scientist,AI Analyst,Junior (0-2yr),Hybrid,Permanent,English OK,33378,38681,Statistics|TensorFlow|Scikit-Learn|SQL|R|Python,40
JP004633,2022-06-08,Germany,Frankfurt,Energy,Data Analyst,Junior Data Analyst,Mid (2-5yr),On-site,Freelance,German Required,57873,67304,Python|Power BI|SQL,70
JP004634,2022-06-09,Germany,Düsseldorf,Energy,Data Manager,BI Manager,Mid (2-5yr),Hybrid,Permanent,German Required,60147,62710,Stakeholder Management|Excel|Strategy|Agile|Leadership|SQL,71
JP004635,2022-06-09,Germany,Nuremberg,Media,Data Scientist,ML Engineer,Senior (5+yr),Hybrid,Freelance,German Required,92483,119513,TensorFlow|Statistics|Machine Learning|Scikit-Learn|SQL|R,59
JP004636,2022-06-09,Germany,Hamburg,Energy,BI Developer,Power BI Developer,Mid (2-5yr),Hybrid,Permanent,German Required,61455,71387,Excel|Power BI|SAP BI|Looker|SSRS,76
JP004637,2022-06-09,Germany,Leipzig,Consulting,Data Analyst,Business Analyst,Mid (2-5yr),Hybrid,Permanent,German Required,60855,71320,SQL|Power BI|Tableau,55
JP004638,2022-06-09,Germany,Cologne,Finance & Banking,Data Scientist,Quantitative Analyst,Junior (0-2yr),Hybrid,Permanent,German Required,35390,43090,R|Scikit-Learn|Machine Learning|TensorFlow|Statistics,84
JP004639,2022-06-09,Switzerland,Geneva,Media,Data Manager,Analytics Manager,Mid (2-5yr),Hybrid,Freelance,German Required,53510,64907,Power BI|Leadership|Excel|Strategy|SQL|Stakeholder Management,76
JP004640,2022-06-09,Germany,Munich,E-Commerce,Data Scientist,AI Analyst,Senior (5+yr),Hybrid,Fixed-term,German Required,95296,107497,R|Python|Scikit-Learn|SQL,67
JP004641,2022-06-09,Germany,Hamburg,Finance & Banking,Data Analyst,BI Analyst,Junior (0-2yr),Hybrid,Freelance,German Required,32099,37725,Power BI|Python|Excel|SAP|Jira|SQL,61
JP004642,2022-06-09,Germany,Leipzig,Technology,Data Scientist,Data Scientist,Senior (5+yr),Hybrid,Fixed-term,German Required,85665,99319,SQL|Statistics|Scikit-Learn|TensorFlow|Azure ML,69
JP004643,2022-06-09,Austria,Salzburg,E-Commerce,Data Manager,Head of Data,Mid (2-5yr),On-site,Permanent,German Required,60426,61801,Agile|Excel|Strategy,44
JP004644,2022-06-09,Germany,Munich,E-Commerce,BI Developer,Reporting Developer,Mid (2-5yr),Hybrid,Fixed-term,German Required,59680,65010,Tableau|SSRS|SQL|Looker,48
JP004645,2022-06-09,Germany,Cologne,Manufacturing,Data Scientist,Quantitative Analyst,Senior (5+yr),Hybrid,Permanent,German Required,75761,113170,R|Machine Learning|Scikit-Learn|Python|SQL|Azure ML,23
JP004646,2022-06-09,Germany,Düsseldorf,Healthcare,BI Developer,BI Consultant,Senior (5+yr),Hybrid,Freelance,English OK,92825,100224,SQL|Power BI|Tableau|SAP BI,35
JP004647,2022-06-09,Switzerland,Lausanne,Media,BI Developer,BI Developer,Mid (2-5yr),Hybrid,Fixed-term,German Required,52927,55972,Tableau|SAP BI|SQL|Power BI|DAX|SSRS,8
JP004648,2022-06-09,Germany,Dresden,Consulting,BI Developer,BI Consultant,Senior (5+yr),Hybrid,Freelance,German Required,96155,101484,Power BI|Looker|Excel,39
JP004649,2022-06-09,Austria,Vienna,Automotive,BI Developer,Reporting Developer,Junior (0-2yr),Hybrid,Permanent,German Required,39744,43810,SQL|SAP BI|DAX|SSRS|Power BI,77
JP004650,2022-06-09,Germany,Frankfurt,Media,Data Analyst,Junior Data Analyst,Senior (5+yr),Remote,Permanent,German Required,88507,114160,Excel|SAP|SQL|Power BI,62
JP004651,2022-06-09,Switzerland,Basel,Logistics,Data Engineer,Pipeline Engineer,Mid (2-5yr),Hybrid,Fixed-term,English OK,55171,61676,Spark|Kafka|Airflow|SQL,40
JP004652,2022-06-09,Austria,Innsbruck,Healthcare,Data Engineer,Big Data Engineer,Junior (0-2yr),Hybrid,Freelance,German Required,35772,44871,Azure|Python|Airflow|Databricks|Spark|Docker,16
JP004653,2022-06-09,Austria,Salzburg,Automotive,Data Manager,Analytics Manager,Mid (2-5yr),Hybrid,Freelance,German Required,55746,73068,SQL|Agile|Excel,31
JP004654,2022-06-09,Germany,Düsseldorf,Technology,Data Manager,BI Manager,Junior (0-2yr),On-site,Permanent,German Required,35297,37663,Stakeholder Management|Leadership|Power BI|Strategy|SQL,21
JP004655,2022-06-09,Austria,Innsbruck,Consulting,Data Manager,Head of Data,Mid (2-5yr),Hybrid,Permanent,English OK,52556,74354,Excel|SQL|Strategy|Agile,7
JP004656,2022-06-09,Austria,Innsbruck,Consulting,BI Developer,Reporting Developer,Junior (0-2yr),Remote,Permanent,German Required,36465,39065,Tableau|DAX|SQL|SSRS|Excel,20
JP004657,2022-06-09,Germany,Leipzig,E-Commerce,Data Engineer,Data Engineer,Senior (5+yr),On-site,Permanent,German Required,96572,106677,Kafka|Airflow|Databricks,27
JP004658,2022-06-09,Germany,Nuremberg,Finance & Banking,Data Analyst,Data Analyst,Mid (2-5yr),Hybrid,Permanent,German Required,52758,66078,Tableau|SQL|Jira|Excel|SAP,13
JP004659,2022-06-09,Switzerland,Basel,Technology,BI Developer,BI Consultant,Senior (5+yr),Hybrid,Permanent,English OK,84160,86900,Tableau|Looker|SSRS,45
JP004660,2022-06-09,Austria,Salzburg,Energy,Data Manager,BI Manager,Mid (2-5yr),Remote,Freelance,English OK,50281,62629,Power BI|SQL|Strategy,15
JP004661,2022-06-09,Germany,Nuremberg,Technology,BI Developer,Reporting Developer,Mid (2-5yr),Hybrid,Permanent,German Required,54576,61160,Tableau|SQL|SSRS|Excel|Power BI,65
JP004662,2022-06-09,Germany,Düsseldorf,E-Commerce,Data Scientist,Quantitative Analyst,Junior (0-2yr),Remote,Permanent,German Required,40683,48750,Machine Learning|Scikit-Learn|Azure ML,67
JP004663,2022-06-09,Austria,Salzburg,Consulting,BI Developer,BI Developer,Junior (0-2yr),Remote,Freelance,German Required,35636,45842,DAX|Tableau|Looker|SAP BI|SQL,82
JP004664,2022-06-09,Austria,Salzburg,Logistics,Data Engineer,Data Platform Engineer,Junior (0-2yr),Hybrid,Freelance,German Required,40032,47665,Databricks|Python|Airflow|Spark|dbt|SQL,27
JP004665,2022-06-09,Germany,Cologne,Finance & Banking,Data Scientist,AI Analyst,Mid (2-5yr),Hybrid,Permanent,German Required,50437,73684,R|Python|Scikit-Learn|Azure ML,23
JP004666,2022-06-09,Germany,Frankfurt,Technology,Data Scientist,ML Engineer,Senior (5+yr),Remote,Permanent,German Required,81204,110524,Python|Machine Learning|Statistics|R|Scikit-Learn|Azure ML,81
JP004667,2022-06-10,Germany,Cologne,Healthcare,Data Analyst,BI Analyst,Junior (0-2yr),Hybrid,Permanent,English OK,33753,44635,Tableau|SAP|Power BI|SQL,40
JP004668,2022-06-10,Germany,Düsseldorf,Finance & Banking,Data Engineer,Data Engineer,Junior (0-2yr),On-site,Permanent,German Required,36284,44625,Docker|Spark|Airflow|Kafka,41
JP004669,2022-06-10,Germany,Berlin,Logistics,Data Manager,Head of Data,Mid (2-5yr),Hybrid,Permanent,German Required,55335,73077,Excel|Stakeholder Management|Leadership|SQL,20
JP004670,2022-06-10,Germany,Berlin,Automotive,Data Engineer,Data Engineer,Junior (0-2yr),Hybrid,Fixed-term,German Required,33871,40849,Airflow|Kafka|Docker|Databricks|SQL|Spark,65
JP004671,2022-06-10,Germany,Berlin,Automotive,BI Developer,BI Developer,Senior (5+yr),Hybrid,Permanent,German Required,91801,92853,Tableau|SSRS|DAX,36
JP004672,2022-06-10,Germany,Munich,E-Commerce,Data Engineer,Pipeline Engineer,Mid (2-5yr),Remote,Freelance,English OK,55686,63617,Python|SQL|Databricks|Spark|dbt,78
JP004673,2022-06-10,Germany,Munich,Healthcare,Data Scientist,Data Scientist,Junior (0-2yr),On-site,Fixed-term,German Required,32363,47882,SQL|Scikit-Learn|Azure ML,28
JP004674,2022-06-10,Germany,Düsseldorf,Media,Data Analyst,Data Analyst,Junior (0-2yr),On-site,Fixed-term,German Required,39921,47971,Jira|Tableau|SAP|Excel|Python|Confluence,70
JP004675,2022-06-10,Switzerland,Bern,E-Commerce,Data Engineer,Big Data Engineer,Senior (5+yr),Hybrid,Permanent,German Required,81014,85708,dbt|Databricks|Kafka|Airflow,73
JP004676,2022-06-10,Germany,Dresden,Manufacturing,Data Engineer,Pipeline Engineer,Senior (5+yr),On-site,Permanent,German Required,87105,113850,SQL|Kafka|dbt|Databricks|Airflow,46
JP004677,2022-06-10,Switzerland,Basel,Healthcare,Data Scientist,Research Analyst,Senior (5+yr),Hybrid,Freelance,German Required,76319,96670,SQL|TensorFlow|R,84
JP004678,2022-06-10,Germany,Cologne,Media,Data Scientist,Research Analyst,Mid (2-5yr),Hybrid,Permanent,German Required,58873,70008,Python|R|Machine Learning|Scikit-Learn|SQL,8
JP004679,2022-06-10,Germany,Frankfurt,Energy,Data Scientist,AI Analyst,Senior (5+yr),Hybrid,Permanent,English OK,84617,110639,Statistics|Scikit-Learn|SQL,65
JP004680,2022-06-10,Germany,Frankfurt,Manufacturing,BI Developer,BI Consultant,Mid (2-5yr),Remote,Freelance,German Required,50614,65291,Looker|Power BI|Excel,27
